communication_length_chars_avg,communication_length_chars_max,communication_length_chars_min,communication_length_chars_total,communication_length_texts,communication_length_words_avg,communication_length_words_max,communication_length_words_min,communication_length_words_total,communication_similarity_avg,communication_similarity_computed_pairs,communication_similarity_exact,communication_similarity_max,communication_similarity_min,communication_similarity_num_pairs,composite_tasks,environment,num_steps,num_trajectories,reasoning_length_chars_avg,reasoning_length_chars_max,reasoning_length_chars_min,reasoning_length_chars_total,reasoning_length_texts,reasoning_length_words_avg,reasoning_length_words_max,reasoning_length_words_min,reasoning_length_words_total,reasoning_similarity_avg,reasoning_similarity_computed_pairs,reasoning_similarity_exact,reasoning_similarity_max,reasoning_similarity_min,reasoning_similarity_num_pairs,reasoning_to_communication_similarity_avg,reasoning_to_communication_similarity_computed_pairs,reasoning_to_communication_similarity_exact,reasoning_to_communication_similarity_max,reasoning_to_communication_similarity_min,reasoning_to_communication_similarity_num_pairs,sampling_method,tool_call_distribution_json
73.63793103448276,120,34,8542.0,116,12.35344827586207,23,5,1433.0,,,,,,,AddLemonToFish,add_lemon_to_fish,282,30,69.91489361702128,113,37,19716.0,282,12.47517730496454,20,7,3518.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":116,""fraction"":0.41134751773049644},""give_space"":{""count"":31,""fraction"":0.1099290780141844},""navigate_to_fixture"":{""count"":45,""fraction"":0.1595744680851064},""open_hinged_part"":{""count"":30,""fraction"":0.10638297872340426},""pick_up_object"":{""count"":30,""fraction"":0.10638297872340426},""place_on_object"":{""count"":30,""fraction"":0.10638297872340426}}"
72.99212598425197,127,44,9270.0,127,12.039370078740157,22,7,1529.0,,,,,,,AddSugarCubes,add_sugar_cubes,306,30,73.83986928104575,110,38,22595.0,306,13.284313725490197,20,8,4065.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":127,""fraction"":0.4150326797385621},""give_space"":{""count"":30,""fraction"":0.09803921568627451},""navigate_to_fixture"":{""count"":29,""fraction"":0.09477124183006536},""pick_up_object"":{""count"":60,""fraction"":0.19607843137254902},""place_on_object"":{""count"":60,""fraction"":0.19607843137254902}}"
71.75510204081633,109,42,10548.0,147,13.97278911564626,23,8,2054.0,,,,,,,AlcoholServingPrep,alcohol_serving_prep,441,30,63.70748299319728,108,35,28095.0,441,12.26530612244898,21,7,5409.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":147,""fraction"":0.3333333333333333},""give_space"":{""count"":38,""fraction"":0.08616780045351474},""navigate_to_fixture"":{""count"":106,""fraction"":0.24036281179138322},""open_hinged_part"":{""count"":30,""fraction"":0.06802721088435375},""pick_up_object"":{""count"":60,""fraction"":0.1360544217687075},""place_on_surface"":{""count"":60,""fraction"":0.1360544217687075}}"
73.59210526315789,125,44,11186.0,152,13.789473684210526,23,7,2096.0,,,,,,,AlignSilverware,align_silverware,424,30,67.71462264150944,105,30,28711.0,424,12.93867924528302,21,6,5486.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":152,""fraction"":0.3584905660377358},""give_space"":{""count"":49,""fraction"":0.11556603773584906},""navigate_to_fixture"":{""count"":103,""fraction"":0.2429245283018868},""pick_up_object"":{""count"":60,""fraction"":0.14150943396226415},""place_next_to"":{""count"":60,""fraction"":0.14150943396226415}}"
70.93525179856115,122,38,9860.0,139,12.97841726618705,24,7,1804.0,,,,,,,ArrangeBreadBowl,arrange_bread_bowl,449,30,66.04899777282851,97,37,29656.0,449,12.608017817371937,20,5,5661.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":139,""fraction"":0.30957683741648107},""give_space"":{""count"":52,""fraction"":0.11581291759465479},""navigate_to_fixture"":{""count"":108,""fraction"":0.24053452115812918},""open_hinged_part"":{""count"":30,""fraction"":0.066815144766147},""pick_up_object"":{""count"":60,""fraction"":0.133630289532294},""place_in_receptacle"":{""count"":30,""fraction"":0.066815144766147},""place_on_surface"":{""count"":30,""fraction"":0.066815144766147}}"
80.44285714285714,123,39,11262.0,140,14.5,22,7,2030.0,,,,,,,ArrangeDrinkware,arrange_drinkware,401,30,64.49875311720699,103,35,25864.0,401,11.625935162094763,19,7,4662.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":140,""fraction"":0.3491271820448878},""give_space"":{""count"":42,""fraction"":0.10473815461346633},""navigate_to_fixture"":{""count"":99,""fraction"":0.24688279301745636},""pick_up_object"":{""count"":60,""fraction"":0.14962593516209477},""place_on_surface"":{""count"":60,""fraction"":0.14962593516209477}}"
67.94578313253012,116,32,11279.0,166,13.427710843373495,26,5,2229.0,,,,,,,ArrangeTea,arrange_tea,433,30,62.54965357967667,113,34,27084.0,433,12.224018475750578,23,5,5293.0,,,,,,,,,,,,,base,"{""close_hinged_part"":{""count"":30,""fraction"":0.06928406466512702},""communicate"":{""count"":166,""fraction"":0.3833718244803695},""give_space"":{""count"":39,""fraction"":0.09006928406466513},""navigate_to_fixture"":{""count"":78,""fraction"":0.18013856812933027},""pick_up_object"":{""count"":60,""fraction"":0.13856812933025403},""place_in_receptacle"":{""count"":60,""fraction"":0.13856812933025403}}"
71.5906432748538,125,34,12242.0,171,13.239766081871345,27,7,2264.0,,,,,,,BeverageOrganization,beverage_organization,562,30,60.87544483985765,114,24,34212.0,562,11.446619217081851,20,5,6433.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":171,""fraction"":0.304270462633452},""give_space"":{""count"":52,""fraction"":0.09252669039145907},""navigate_to_fixture"":{""count"":159,""fraction"":0.28291814946619215},""pick_up_object"":{""count"":90,""fraction"":0.1601423487544484},""place_on_surface"":{""count"":90,""fraction"":0.1601423487544484}}"
71.79389312977099,121,40,9405.0,131,13.580152671755725,24,7,1779.0,,,,,,,BowlAndCup,bowl_and_cup,338,30,70.59171597633136,102,38,23860.0,338,13.378698224852071,20,7,4522.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":131,""fraction"":0.3875739644970414},""give_space"":{""count"":31,""fraction"":0.09171597633136094},""navigate_to_fixture"":{""count"":56,""fraction"":0.16568047337278108},""pick_up_object"":{""count"":60,""fraction"":0.17751479289940827},""place_in_receptacle"":{""count"":30,""fraction"":0.08875739644970414},""place_on_surface"":{""count"":30,""fraction"":0.08875739644970414}}"
65.10471204188482,113,32,12435.0,191,12.61780104712042,26,6,2410.0,,,,,,,CandleCleanup,candle_cleanup,528,30,63.47537878787879,116,34,33515.0,528,11.772727272727273,22,7,6216.0,,,,,,,,,,,,,base,"{""close_hinged_part"":{""count"":30,""fraction"":0.056818181818181816},""communicate"":{""count"":191,""fraction"":0.36174242424242425},""give_space"":{""count"":67,""fraction"":0.1268939393939394},""navigate_to_fixture"":{""count"":120,""fraction"":0.22727272727272727},""pick_up_object"":{""count"":60,""fraction"":0.11363636363636363},""place_in_receptacle"":{""count"":60,""fraction"":0.11363636363636363}}"
76.91275167785236,116,45,11460.0,149,15.375838926174497,26,9,2291.0,,,,,,,CheeseMixing,cheese_mixing,425,30,66.85176470588236,115,37,28412.0,425,13.261176470588236,23,5,5636.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":149,""fraction"":0.35058823529411764},""give_space"":{""count"":52,""fraction"":0.1223529411764706},""navigate_to_fixture"":{""count"":104,""fraction"":0.2447058823529412},""pick_up_object"":{""count"":60,""fraction"":0.1411764705882353},""place_in_receptacle"":{""count"":60,""fraction"":0.1411764705882353}}"
73.75,113,39,8555.0,116,13.422413793103448,23,8,1557.0,,,,,,,ClusterItemsForClearing,cluster_items_for_clearing,317,30,70.56466876971609,109,44,22369.0,317,12.873817034700316,19,8,4081.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":116,""fraction"":0.3659305993690852},""give_space"":{""count"":30,""fraction"":0.0946372239747634},""navigate_to_fixture"":{""count"":51,""fraction"":0.1608832807570978},""pick_up_object"":{""count"":60,""fraction"":0.1892744479495268},""place_next_to"":{""count"":60,""fraction"":0.1892744479495268}}"
72.21875,122,21,9244.0,128,13.3046875,22,3,1703.0,,,,,,,ColorfulSalsa,colorful_salsa,430,30,62.00232558139535,101,32,26661.0,430,11.825581395348838,19,5,5085.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":128,""fraction"":0.29767441860465116},""give_space"":{""count"":32,""fraction"":0.07441860465116279},""navigate_to_fixture"":{""count"":30,""fraction"":0.06976744186046512},""pick_up_object"":{""count"":120,""fraction"":0.27906976744186046},""place_on_object"":{""count"":120,""fraction"":0.27906976744186046}}"
66.36645962732919,104,34,10685.0,161,12.459627329192546,21,7,2006.0,,,,,,,CondimentCollection,condiment_collection,439,30,63.47380410022779,113,31,27865.0,439,11.626423690205012,22,5,5104.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":161,""fraction"":0.36674259681093396},""give_space"":{""count"":56,""fraction"":0.1275626423690205},""navigate_to_fixture"":{""count"":102,""fraction"":0.23234624145785876},""pick_up_object"":{""count"":60,""fraction"":0.1366742596810934},""place_in_receptacle"":{""count"":60,""fraction"":0.1366742596810934}}"
69.59649122807018,106,38,7934.0,114,12.192982456140351,19,7,1390.0,,,,,,,CutBuffetPizza,cut_buffet_pizza,287,30,70.99651567944251,109,47,20376.0,287,12.822299651567944,19,9,3680.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":114,""fraction"":0.397212543554007},""give_space"":{""count"":34,""fraction"":0.11846689895470383},""navigate_to_fixture"":{""count"":49,""fraction"":0.17073170731707318},""open_sliding_part"":{""count"":30,""fraction"":0.10452961672473868},""pick_up_object"":{""count"":30,""fraction"":0.10452961672473868},""place_on_surface"":{""count"":30,""fraction"":0.10452961672473868}}"
76.86713286713287,118,36,10992.0,143,14.573426573426573,24,7,2084.0,,,,,,,DateNight,date_night,428,30,65.78504672897196,110,35,28156.0,428,12.357476635514018,20,5,5289.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":143,""fraction"":0.3341121495327103},""give_space"":{""count"":37,""fraction"":0.08644859813084112},""navigate_to_fixture"":{""count"":98,""fraction"":0.22897196261682243},""open_hinged_part"":{""count"":30,""fraction"":0.07009345794392523},""pick_up_object"":{""count"":60,""fraction"":0.14018691588785046},""place_on_surface"":{""count"":60,""fraction"":0.14018691588785046}}"
72.79130434782608,112,39,8371.0,115,13.365217391304348,21,7,1537.0,,,,,,,DeliverStraw,deliver_straw,285,30,66.88070175438597,104,44,19061.0,285,12.459649122807017,21,8,3551.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":115,""fraction"":0.40350877192982454},""give_space"":{""count"":33,""fraction"":0.11578947368421053},""navigate_to_fixture"":{""count"":47,""fraction"":0.1649122807017544},""open_sliding_part"":{""count"":30,""fraction"":0.10526315789473684},""pick_up_object"":{""count"":30,""fraction"":0.10526315789473684},""place_in_receptacle"":{""count"":30,""fraction"":0.10526315789473684}}"
72.56880733944953,116,49,7910.0,109,13.541284403669724,21,6,1476.0,,,,,,,DessertAssembly,dessert_assembly,290,30,70.9448275862069,108,44,20574.0,290,13.017241379310345,21,8,3775.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":109,""fraction"":0.3758620689655172},""give_space"":{""count"":30,""fraction"":0.10344827586206896},""navigate_to_fixture"":{""count"":31,""fraction"":0.10689655172413794},""pick_up_object"":{""count"":60,""fraction"":0.20689655172413793},""place_in_receptacle"":{""count"":60,""fraction"":0.20689655172413793}}"
66.65384615384616,123,28,12131.0,182,12.423076923076923,23,7,2261.0,,,,,,,DisplayMeatVariety,display_meat_variety,576,30,58.888888888888886,95,36,33920.0,576,11.383680555555555,20,7,6557.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":182,""fraction"":0.3159722222222222},""give_space"":{""count"":57,""fraction"":0.09895833333333333},""navigate_to_fixture"":{""count"":157,""fraction"":0.2725694444444444},""pick_up_object"":{""count"":90,""fraction"":0.15625},""place_in_receptacle"":{""count"":90,""fraction"":0.15625}}"
78.10240963855422,118,44,12965.0,166,13.301204819277109,21,7,2208.0,,,,,,,DistributeChicken,distribute_chicken,453,30,69.98675496688742,104,42,31704.0,453,12.514348785871965,21,7,5669.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":166,""fraction"":0.36644591611479027},""give_space"":{""count"":62,""fraction"":0.1368653421633554},""navigate_to_fixture"":{""count"":105,""fraction"":0.23178807947019867},""pick_up_object"":{""count"":60,""fraction"":0.13245033112582782},""place_on_object"":{""count"":60,""fraction"":0.13245033112582782}}"
79.5979381443299,120,42,7721.0,97,14.175257731958762,22,8,1375.0,,,,,,,GarnishCake,garnish_cake,270,30,76.55925925925926,109,38,20671.0,270,13.9,20,8,3753.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":97,""fraction"":0.3592592592592593},""give_space"":{""count"":26,""fraction"":0.0962962962962963},""navigate_to_fixture"":{""count"":27,""fraction"":0.1},""pick_up_object"":{""count"":60,""fraction"":0.2222222222222222},""place_on_object"":{""count"":60,""fraction"":0.2222222222222222}}"
77.40350877192982,127,35,8824.0,114,12.75438596491228,24,6,1454.0,,,,,,,GarnishCupcake,garnish_cupcake,351,30,68.92022792022792,123,38,24191.0,351,12.341880341880342,22,6,4332.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":114,""fraction"":0.3247863247863248},""give_space"":{""count"":39,""fraction"":0.1111111111111111},""navigate_to_fixture"":{""count"":48,""fraction"":0.13675213675213677},""open_hinged_part"":{""count"":30,""fraction"":0.08547008547008547},""pick_up_object"":{""count"":60,""fraction"":0.17094017094017094},""place_next_to"":{""count"":30,""fraction"":0.08547008547008547},""place_on_object"":{""count"":30,""fraction"":0.08547008547008547}}"
70.39669421487604,123,34,8518.0,121,12.206611570247935,23,5,1477.0,,,,,,,GarnishPancake,garnish_pancake,284,30,68.19718309859155,110,37,19368.0,284,12.123239436619718,20,7,3443.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":121,""fraction"":0.426056338028169},""give_space"":{""count"":30,""fraction"":0.1056338028169014},""navigate_to_fixture"":{""count"":43,""fraction"":0.15140845070422534},""open_hinged_part"":{""count"":30,""fraction"":0.1056338028169014},""pick_up_object"":{""count"":30,""fraction"":0.1056338028169014},""place_on_object"":{""count"":30,""fraction"":0.1056338028169014}}"
71.24725274725274,124,35,12967.0,182,13.461538461538462,20,7,2450.0,,,,,,,GatherMarinadeIngredients,gather_marinade_ingredients,553,30,61.31103074141049,100,27,33905.0,553,11.757685352622062,18,6,6502.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":182,""fraction"":0.3291139240506329},""give_space"":{""count"":47,""fraction"":0.08499095840867993},""navigate_to_fixture"":{""count"":144,""fraction"":0.2603978300180832},""pick_up_object"":{""count"":90,""fraction"":0.162748643761302},""place_in_receptacle"":{""count"":30,""fraction"":0.054249547920433995},""place_next_to"":{""count"":60,""fraction"":0.10849909584086799}}"
67.43312101910828,113,27,10587.0,157,11.48407643312102,20,4,1803.0,,,,,,,HotDogSetup,hot_dog_setup,580,30,60.244827586206895,97,29,34942.0,580,11.443103448275862,20,6,6637.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":157,""fraction"":0.2706896551724138},""give_space"":{""count"":39,""fraction"":0.06724137931034482},""navigate_to_fixture"":{""count"":144,""fraction"":0.2482758620689655},""open_hinged_part"":{""count"":60,""fraction"":0.10344827586206896},""pick_up_object"":{""count"":90,""fraction"":0.15517241379310345},""place_next_to"":{""count"":30,""fraction"":0.05172413793103448},""place_on_object"":{""count"":60,""fraction"":0.10344827586206896}}"
65.50442477876106,102,32,7402.0,113,12.398230088495575,21,6,1401.0,,,,,,,LemonSeasoningFish,lemon_seasoning_fish,280,30,66.05,98,42,18494.0,280,12.825,19,9,3591.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":113,""fraction"":0.4035714285714286},""give_space"":{""count"":30,""fraction"":0.10714285714285714},""navigate_to_fixture"":{""count"":47,""fraction"":0.16785714285714284},""open_hinged_part"":{""count"":30,""fraction"":0.10714285714285714},""pick_up_object"":{""count"":30,""fraction"":0.10714285714285714},""place_on_object"":{""count"":30,""fraction"":0.10714285714285714}}"
76.47402597402598,116,27,11777.0,154,14.253246753246753,24,7,2195.0,,,,,,,LineUpCondiments,line_up_condiments,426,30,68.47417840375587,109,37,29170.0,426,12.62206572769953,22,7,5377.0,,,,,,,,,,,,,base,"{""communicate"":{""count"":154,""fraction"":0.3615023474178404},""give_space"":{""count"":44,""fraction"":0.10328638497652583},""navigate_to_fixture"":{""count"":108,""fraction"":0.2535211267605634},""pick_up_object"":{""count"":60,""fraction"":0.14084507042253522},""place_next_to"":{""count"":47,""fraction"":0.11032863849765258},""place_on_surface"":{""count"":13,""fraction"":0.03051643192488263}}"
